ID,CENTER,FY,SIC,NAICS,STATE,SALES,EMPLOYEES,PLANT_AREA,PRODUCTS,PRODUNITS,PRODLEVEL,PRODHOURS,NUMARS,EC_plant_cost,EC_plant_usage,ED_plant_cost,ED_plant_usage,EF_plant_cost,E2_plant_cost,E2_plant_usage,E3_plant_cost,E3_plant_usage,E4_plant_cost,E4_plant_usage,E5_plant_cost,E5_plant_usage,E6_plant_cost,E6_plant_usage,E7_plant_cost,E7_plant_usage,E8_plant_cost,E8_plant_usage,E9_plant_cost,E9_plant_usage,E10_plant_cost,E10_plant_usage,E11_plant_cost,E11_plant_usage,E12_plant_cost,E12_plant_usage,W0_plant_cost,W0_plant_usage,W1_plant_cost,W1_plant_usage,W2_plant_cost,W2_plant_usage,W3_plant_cost,W3_plant_usage,W4_plant_cost,W4_plant_usage,W5_plant_cost,W5_plant_usage,W6_plant_cost,W6_plant_usage
LT0042,LT,1985.0,2421.0,,LA,12000000.0,142.0,,LUMBER,6.0,75000.0,4250.0,4.0,379980.0,7437866.0,,,,,,,,,,,,,,,,,,518733.0,789480.0,,,,,,,,,,,,,,,,,,,,
LT0043,LT,1985.0,3425.0,,LA,25000000.0,200.0,,SAW BLADES,1.0,14500000.0,5520.0,7.0,530941.0,10372802.0,,,,46955.0,11105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0044,LT,1985.0,3083.0,,LA,30000000.0,112.0,,POLYETHYLENE FILM PRODUCTS,2.0,45000000.0,8686.0,9.0,629652.0,13282826.0,,,,40620.0,8646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0045,LT,1985.0,2435.0,,LA,1700000.0,35.0,,HARDWOOD VENEER,6.0,3200.0,4500.0,5.0,55630.0,978605.0,,,,182910.0,41217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0046,LT,1985.0,2077.0,,LA,2000000.0,18.0,,LIQUIFIED ANIMAL FAT,3.0,2570.0,2750.0,3.0,5899.0,94080.0,,,,63376.0,14511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0047,LT,1985.0,2436.0,,LA,20000000.0,200.0,,SOFTWOOD PLYWOOD,6.0,120000.0,7600.0,3.0,813281.0,14186108.0,,,,,,,,,,,,,,,,,,860200.0,782600.0,,,,,,,,,,,,,,,,,,,,
LT0048,LT,1985.0,3321.0,,TX,2000000.0,40.0,,IRON & STEEL CASTINGS,2.0,2000000.0,2422.0,6.0,96084.0,1009086.0,,,,16577.0,4171.0,,,,,,,,,,,30000.0,2780.0,,,,,,,,,,,,,,,,,,,,,,
LT0049,LT,1985.0,2044.0,,MS,60000000.0,110.0,,RICE,2.0,6000000.0,6000.0,5.0,939300.0,19048066.0,,,,391979.0,102466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0050,LT,1985.0,3498.0,,LA,13000000.0,51.0,,ALLOY PIPE FITTINGS,3.0,720.0,2125.0,3.0,74718.0,1162075.0,,,,45051.0,9206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0051,LT,1986.0,2048.0,,TX,70000000.0,235.0,,POULTRY FEED,3.0,350000.0,7114.0,8.0,540304.0,11791911.0,,,,221013.0,49369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0052,LT,1986.0,3545.0,,AR,20000000.0,177.0,,DRILL BITS & END MILLS,1.0,2012000.0,6000.0,7.0,354594.0,6072978.0,,,,17377.0,4128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0053,LT,1986.0,3272.0,,LA,2000000.0,25.0,,PRESTRESSED CONCRETE,6.0,27000.0,2210.0,7.0,17226.0,138042.0,,,,72564.0,16933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0054,LT,1986.0,2273.0,,MS,45000000.0,650.0,,COMMERCIAL CARPET,6.0,6750.0,6600.0,8.0,665355.0,13034877.0,,,,910776.0,246882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0055,LT,1986.0,3069.0,,AR,6000000.0,75.0,,MOLDED RUBBER PARTS,1.0,13500000.0,4342.0,7.0,160665.0,2121923.0,,,,8027.0,1923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0056,LT,1986.0,2674.0,,AR,20000000.0,100.0,,PAPER BAGS,3.0,18000.0,6864.0,6.0,62386.0,1225967.0,,,,36002.0,8778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0057,LT,1986.0,3053.0,,AR,7000000.0,101.0,,CERAMIC SEALS,1.0,2000000.0,4352.0,4.0,102782.0,1398886.0,,,,70506.0,17291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0058,LT,1986.0,2435.0,,AR,10000000.0,120.0,,HARDWOOD FLOORING,6.0,5500.0,2500.0,5.0,289894.0,3878077.0,,,,184311.0,45686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0059,LT,1986.0,2051.0,,AR,42000000.0,250.0,,"ROLLS, BREAD, MUFFINS",2.0,57000000.0,5720.0,4.0,332548.0,5266999.0,,,,200824.0,49306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0060,LT,1986.0,3769.0,,AR,25000000.0,150.0,,FIBERGLASS TUBES,1.0,100000.0,6000.0,4.0,239824.0,3233294.0,,,,56824.0,14086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0061,LT,1986.0,3534.0,,AR,15000000.0,250.0,,AUTO LIFTS & TAILPIPE BENDERS,1.0,78200.0,6240.0,3.0,161203.0,2186108.0,,,,46609.0,11214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0062,LT,1986.0,3363.0,,AR,34500000.0,30.0,,CAST ALUMINUM LOGS,2.0,48600000.0,8518.0,7.0,117690.0,2278136.0,,,,837389.0,211810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0063,LT,1986.0,3412.0,,AR,20000000.0,70.0,,STEEL AND PLASTIC DRUMS,1.0,600000.0,2210.0,5.0,131727.0,1924385.0,,,,55347.0,13569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0064,LT,1986.0,3084.0,,AR,4000000.0,17.0,,POLYETHYLENE PIPE,2.0,7500000.0,5520.0,5.0,93423.0,1796014.0,,,,2233.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0065,LT,1986.0,3089.0,,AR,19000000.0,200.0,,POLYPROPYLENE BATTERY COMPONENTS,1.0,8000000.0,6000.0,4.0,735617.0,16017292.0,,,,14978.0,3462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0066,LT,1986.0,3357.0,,AR,35000000.0,195.0,,TELEPHONE CABLE,6.0,8500000.0,6240.0,4.0,526158.0,10494725.0,,,,36514.0,8495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0067,LT,1986.0,2026.0,,TX,15000000.0,80.0,,HOMOGENIZED MILK,5.0,5000.0,4680.0,5.0,66300.0,1502931.0,,,,28787.0,6887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0068,LT,1986.0,3253.0,,TX,10000000.0,180.0,,CERAMIC WALL TILE,6.0,8000.0,4000.0,4.0,176337.0,3669109.0,,,,519742.0,106724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0069,LT,1986.0,3498.0,,AR,20000000.0,33.0,,COUPLINGS,3.0,13000.0,2080.0,6.0,284964.0,4772861.0,,,,76681.0,18460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0070,LT,1986.0,2321.0,,MS,10000000.0,375.0,,SHIRTS,1.0,5000000.0,2500.0,3.0,124348.0,1846131.0,,,,5219.0,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0071,LT,1986.0,2436.0,,LA,50000000.0,230.0,,PLYWOOD,6.0,164000.0,8400.0,5.0,1163950.0,24094959.0,,,,680779.0,186691.0,,,,,,,,,,,,,1199900.0,923004.0,,,,,,,,,,,,,,,,,,,,
LT0072,LT,1986.0,3399.0,,AR,25000000.0,110.0,,ALUMINUM INGOTS,2.0,84000000.0,8520.0,5.0,240461.0,4550117.0,,,,1113005.0,298841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0073,LT,1986.0,3562.0,,AR,32000000.0,400.0,,BALL BEARING ASSEMBLIES,1.0,1800000.0,6240.0,8.0,608028.0,12427902.0,,,,224342.0,53689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0074,LT,1986.0,3714.0,,AR,35000000.0,300.0,,RADIATOR CAPS,1.0,25000000.0,8064.0,6.0,519508.0,9775498.0,,,,30412.0,7320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0075,LT,1986.0,3421.0,,AR,1500000.0,100.0,,SCISSORS & SHEARS,1.0,500000.0,2040.0,5.0,47287.0,582063.0,,,,30308.0,7292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0076,LT,1986.0,3321.0,,AR,2500000.0,70.0,,STEEL CASTINGS,3.0,1125.0,2000.0,7.0,221442.0,1946952.0,,,,45153.0,10914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0077,LT,1986.0,3357.0,,AR,15000000.0,170.0,,COPPER WIRE,2.0,27000000.0,7488.0,6.0,383237.0,6881594.0,,,,21022.0,4997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0078,LT,1986.0,2074.0,,AR,13000000.0,62.0,,PROCESSED COTTONSEED,3.0,78000.0,7056.0,6.0,455094.0,8926143.0,,,,189017.0,47569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0079,LT,1986.0,3494.0,,TX,35000000.0,275.0,,PIPE REPAIR CLAMPS,1.0,600000.0,7200.0,4.0,395869.0,8553927.0,,,,20880.0,4731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0080,LT,1986.0,2051.0,,AR,5000000.0,100.0,,BREAD AND ROLLS,2.0,13000000.0,6240.0,7.0,62854.0,996776.0,,,,41105.0,9993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0081,LT,1987.0,2048.0,,LA,19000000.0,43.0,,ANIMAL FEED,3.0,120000.0,3876.0,7.0,210119.0,3625147.0,,,,46472.0,11272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0082,LT,1987.0,3317.0,,LA,20000000.0,140.0,,PIPE AND TUBING,6.0,1500.0,6120.0,6.0,471498.0,8785170.0,,,,160604.0,39327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0083,LT,1987.0,3083.0,,LA,7000000.0,80.0,,PLASTIC UTENSILS,1.0,81000000.0,6000.0,3.0,250735.0,4849941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0084,LT,1987.0,3354.0,,LA,30000000.0,250.0,,ALUMINUM EXTRUSIONS,2.0,30000000.0,7272.0,8.0,859246.0,16251173.0,,,,275888.0,77259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0085,LT,1987.0,3089.0,,LA,10000000.0,65.0,,PLASTIC CONTAINERS,2.0,2150000.0,6000.0,3.0,53207.0,856975.0,,,,58305.0,15140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0086,LT,1987.0,2015.0,,AR,30000000.0,300.0,,PROCESSED CHICKEN,2.0,26000000.0,3380.0,6.0,65632.0,1424971.0,,,,92235.0,23424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0088,LT,1987.0,3089.0,,TX,12000000.0,127.0,,PLASTIC CONTAINERS,1.0,1275000000.0,6000.0,3.0,498245.0,11412954.0,,,,10808.0,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0089,LT,1987.0,3732.0,,LA,13000000.0,250.0,,FIBERGLASS BOATS & TRAIL,1.0,2000.0,2500.0,7.0,42833.0,647421.0,,,,43807.0,9402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0090,LT,1987.0,2951.0,,AR,5000000.0,55.0,,ASPHALT HOT MIX,3.0,175000.0,1600.0,4.0,39936.0,261137.0,,,,214613.0,55895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0091,LT,1987.0,3317.0,,LA,15000000.0,100.0,,FENCE TUBING,3.0,20000.0,6728.0,7.0,354146.0,6219519.0,,,,130287.0,31157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0092,LT,1987.0,2673.0,,LA,40000000.0,150.0,,PLASTIC BAGS,2.0,70000000.0,8664.0,3.0,755814.0,15196952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0093,LT,1987.0,2421.0,,LA,6000000.0,78.0,,LUMBER,6.0,29000.0,2500.0,7.0,229317.0,3898007.0,,,,1989.0,415.0,,,,,,,,,,,,,906024.0,453014.0,,,,,,,,,,,,,,,,,,,,
LT0094,LT,1987.0,3089.0,,TX,4000000.0,100.0,,MOLDED PLASTIC PARTS,2.0,3500000.0,8400.0,4.0,97369.0,2092907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0095,LT,1987.0,2436.0,,LA,20000000.0,400.0,,PLYWOOD,6.0,200000.0,8568.0,4.0,1374573.0,28291032.0,,,,,,,,,,,,,,,,,,354000.0,590003.0,,,,,22000.0,1898.0,,,,,,,,,,,,,,
LT0096,LT,1987.0,2491.0,,LA,13000000.0,50.0,,RAILROAD TIES,1.0,500000.0,8736.0,6.0,39179.0,565944.0,,,,102778.0,26796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0097,LT,1987.0,2015.0,,AR,45000000.0,200.0,,PROCESSED POULTRY,1.0,32000000.0,6000.0,6.0,271047.0,5216002.0,,,,100003.0,25670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0098,LT,1987.0,2421.0,,AR,33000000.0,322.0,,ROUGH LUMBER & PLYWOOD,6.0,190000.0,8400.0,8.0,1466067.0,28157093.0,,,,598561.0,376174.0,,,,,,,,,,,,,649000.0,1118000.0,,,,,,,,,,,,,,,,,,,,
LT0099,LT,1987.0,2044.0,,AR,125000000.0,250.0,,PARBOILED RICE,7.0,10000000.0,8400.0,5.0,938287.0,19803928.0,,,,511634.0,181346.0,,,,,,,,,,,,,,,,,,,129000.0,129000.0,,,,,,,,,,,,,,
LT0100,LT,1987.0,3088.0,,AR,4000000.0,38.0,,BATHTUBS & ENCLOSURES,1.0,108000.0,2080.0,7.0,80854.0,995604.0,,,,21590.0,5065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0101,LT,1987.0,2048.0,,AR,40000000.0,30.0,,POULTRY FEED,3.0,220000.0,7200.0,4.0,125267.0,2058031.0,,,,66041.0,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0102,LT,1987.0,3448.0,,AR,30000000.0,265.0,,PRE-ENGINEERED METAL BUILDINGS,3.0,30000.0,4160.0,4.0,168007.0,2211020.0,,,,55048.0,13690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0103,LT,1987.0,3643.0,,AR,14000000.0,120.0,,ELECTRIC CABLE,3.0,4800.0,6000.0,9.0,321414.0,5582063.0,,,,76795.0,18931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0104,LT,1987.0,2421.0,,AR,8500000.0,175.0,,LUMBER & STRIP FLOORING,6.0,18750.0,8736.0,4.0,364137.0,5789859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0105,LT,1987.0,2421.0,,AR,7500000.0,150.0,,"CHIPS, LUMBER & FLOORING",6.0,7500.0,2000.0,3.0,429911.0,5050997.0,,,,,,,,,,,,,,,,,,86000.0,86000.0,,,,,,,,,,,,,,,,,,,,
LT0106,LT,1987.0,2951.0,,LA,880000.0,10.0,,ASPHALTIC CONCRETE,3.0,32000.0,2500.0,6.0,93752.0,798066.0,,,,63277.0,14863.0,,,,,,,,,,,85697.0,34778.0,,,,,,,,,,,,,,,,,,,,,,
LT0107,LT,1987.0,3261.0,,TX,3000000.0,141.0,,CHINA BATHROOM ACCSSRIES,1.0,1200000.0,6864.0,3.0,37143.0,799238.0,,,,244165.0,59107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0108,LT,1987.0,3799.0,,LA,15000000.0,98.0,,RAILROAD TANK CAR REFURBISHMENT,1.0,2000.0,6240.0,4.0,132208.0,2366940.0,,,,,,95218.0,34716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0109,LT,1987.0,2421.0,,AR,24000000.0,289.0,,HARDWOOD LUBMER CHIPS,3.0,118000.0,8568.0,6.0,1211881.0,17975967.0,,,,,,,,,,,,,,,,,,522000.0,870002.0,,,,,,,,,,,,,,,,,,,,
LT0110,LT,1988.0,2281.0,,AR,37000000.0,300.0,,CARPET YARN,2.0,21000000.0,6800.0,4.0,995113.0,19060962.0,,,,141497.0,35137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0111,LT,1988.0,2673.0,,TX,10000000.0,100.0,,POLYETHYLENE BAGS,2.0,7000000.0,8568.0,6.0,144032.0,3696073.0,,,,33144.0,6008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0112,LT,1988.0,3321.0,,TX,3500000.0,72.0,,BRAKESHOES,1.0,1100000.0,2125.0,4.0,81710.0,1769637.0,,,,27127.0,5186.0,,,,,,,,,,,300508.0,60537.0,,,,,,,,,,,,,,,,,,,,,,
LT0113,LT,1988.0,2426.0,,TX,30000000.0,368.0,,HARDWOOD VENEER FLOORING,6.0,12000.0,7200.0,3.0,465195.0,10509672.0,,,,12714.0,2440.0,,,,,,,,,,,,,77390.0,665554.0,,,,,,,,,,,,,,,,,,,,
LT0114,LT,1988.0,3732.0,,LA,15000000.0,300.0,,BOATS & CONVERSION VANS,1.0,10562.0,2405.0,9.0,106976.0,1677022.0,,,,76938.0,19245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0115,LT,1988.0,2679.0,,LA,28000000.0,88.0,,CONVERTED PAPER,3.0,68000.0,6000.0,12.0,231768.0,4427902.0,,,,5796.0,3057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0116,LT,1988.0,3732.0,,AR,4000000.0,90.0,,ALUMINUM BOATS AND TANKS,1.0,3000.0,2168.0,7.0,33759.0,375147.0,,,,30750.0,7339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0117,LT,1988.0,3081.0,,LA,11000000.0,31.0,,POLYETHYLENE FILM,2.0,13000000.0,8520.0,4.0,307006.0,5638042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0118,LT,1988.0,2048.0,,TX,41000000.0,85.0,,FEED PELLETS & CHICKS,3.0,125000.0,8736.0,7.0,127966.0,2927902.0,,,,60578.0,18639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0119,LT,1988.0,2449.0,,TX,3500000.0,100.0,,FRUIT BASKETS,1.0,2200000.0,2340.0,7.0,30593.0,393904.0,,,,27413.0,5363.0,,,,,,,,,,,,,19321.0,19324.0,,,,,,,,,,,,,,,,,,,,
LT0120,LT,1988.0,2761.0,,TX,40000000.0,220.0,,MULTI-SHEET PRINTED FORM,2.0,13685000.0,6240.0,5.0,241193.0,5354045.0,,,,8118.0,1537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0121,LT,1988.0,2421.0,,LA,12000000.0,205.0,,KILN DRIED LUMBER,6.0,44000.0,8736.0,4.0,507158.0,8961313.0,,,,665.0,100.0,,,,,,,,,,,,,353250.0,1350200.0,,,,,,,,,,,,,,,,,,,,
LT0122,LT,1988.0,3089.0,,LA,1000000.0,8.0,,POLYETHYLENE PELLETS,2.0,6000000.0,6000.0,4.0,61378.0,941970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0123,LT,1988.0,2421.0,,MS,6000000.0,115.0,,LAMINATED FLOORING,6.0,2500.0,8568.0,6.0,213675.0,3074443.0,,,,,,,,,,,,,,,,,,2747.0,100173.0,,,,,,,,,,,,,,,,,,,,
LT0124,LT,1988.0,3691.0,,MS,36500000.0,200.0,,LEAD ACID BATTERIES,1.0,1400000.0,4312.0,9.0,629985.0,10631008.0,,,,249096.0,48640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0125,LT,1988.0,2911.0,,LA,45000000.0,46.0,,GASOLINE AND LPG,5.0,105000.0,8736.0,7.0,629326.0,12364889.0,,,,1421173.0,812100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0126,LT,1988.0,3441.0,,LA,13000000.0,150.0,,STEEL FRAMES & FIBERGLASS,1.0,300.0,6120.0,6.0,64977.0,1016706.0,,,,257.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0127,LT,1988.0,3715.0,,LA,8000000.0,100.0,,DUMP TRAILERS,1.0,500.0,2805.0,7.0,81133.0,1218933.0,,,,5658.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0128,LT,1988.0,3272.0,,AR,1200000.0,30.0,,PRESTRESSED CONCRETE,1.0,9000.0,5935.0,10.0,14296.0,125440.0,,,,47235.0,11158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0129,LT,1988.0,3841.0,,TX,25000000.0,500.0,,BODY FLUID COLLATING UNIT,1.0,29000000.0,8496.0,9.0,511277.0,12184936.0,,,,5408.0,901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0130,LT,1988.0,3086.0,,LA,60000000.0,120.0,,PLASTIC PELLETS,2.0,60000000.0,8136.0,8.0,498493.0,1163540.0,,,,56692.0,8126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0131,LT,1988.0,2499.0,,LA,2100000.0,22.0,,PAPERROLL PLUGS,1.0,17000000.0,2040.0,7.0,67217.0,941090.0,,,,2878.0,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0132,LT,1988.0,3069.0,,LA,5000000.0,28.0,,RUBBER ROLL COVERINGS,2.0,420000.0,7344.0,7.0,67098.0,1215123.0,,,,37960.0,8992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0133,LT,1988.0,3523.0,,LA,850000.0,25.0,,MOLDED WOODEN PLUGS,3.0,412.0,6000.0,5.0,36210.0,501172.0,,,,7863.0,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0134,LT,1988.0,3069.0,,LA,5500000.0,32.0,,RUBBER ROLL COVERINGS,1.0,350000000.0,4000.0,7.0,69398.0,1354045.0,,,,28993.0,6752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0135,LT,1988.0,2026.0,,LA,24000000.0,50.0,,"FLUID MILK, FRUIT DRINKS",5.0,11000.0,3640.0,13.0,158248.0,2842028.0,,,,39000.0,9822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0136,LT,1988.0,2426.0,,AR,1800000.0,60.0,,WOOD PARQUET FLOORING,6.0,1250.0,1968.0,5.0,83942.0,911489.0,,,,24697.0,5610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0137,LT,1988.0,3363.0,,AR,7500000.0,115.0,,DIE CASTINGS,2.0,2000000.0,3952.0,8.0,312153.0,5174092.0,,,,158899.0,36693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0138,LT,1988.0,2033.0,,LA,12000000.0,350.0,,CANNED YAMS,1.0,1200000.0,792.0,4.0,91406.0,1303927.0,,,,124961.0,30812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0139,LT,1988.0,3612.0,,MS,50000000.0,450.0,,ELECTRICAL TRANSFORMERS,1.0,1324000.0,6204.0,5.0,437199.0,7313892.0,,,,255664.0,60291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0140,LT,1988.0,2671.0,,LA,20000000.0,106.0,,LAMINATED FILM FOR PACKAGING,2.0,10000000.0,6600.0,6.0,187208.0,3490035.0,,,,91836.0,20998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0141,LT,1989.0,3251.0,,AR,10000000.0,65.0,,ARCHITECTURAL BRICKS,1.0,50000000.0,8736.0,4.0,278356.0,4875147.0,,,,447805.0,458258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0142,LT,1989.0,3069.0,,AR,35000000.0,490.0,,RUBBERIZED FUEL TANKS,1.0,5000.0,2496.0,8.0,457741.0,7060082.0,,,,238139.0,77164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0143,LT,1989.0,3996.0,,MS,48000000.0,185.0,,VINYL FLOOR TILES,6.0,85000.0,6240.0,4.0,995619.0,18516120.0,,,,236838.0,83717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT0144,LT,1989.0,2098.0,,LA,2800000.0,52.0,,PASTA,2.0,5200000.0,6048.0,3.0,36366.0,711606.0,,,,21772.0,5135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT8362,LT,2022.0,3496.0,332618.0,LA,60000000.0,60.0,128000.0,paper processing fabrics,,70000.0,6240.0,7.0,441233.0,4085496.0,124969.0,11148.0,,,,713.0,21.87,,,,,,,,,,,,,,,,,,,750.0,15.0,750.0,15.0,,,,,,,,,,
LT8363,LT,2022.0,2051.0,311812.0,AR,100000000.0,100.0,53600.0,Bread products,,30000000.0,7500.0,7.0,436000.0,5004300.0,124619.32,8800.8,,27809.74,2189.2,619.84,19.864,,,,,,,,,,,,,,,,,,,12101.85,3997.6,21334.95,3997.6,,,,,,,,,,
LT8366,LT,2023.0,2899.0,325998.0,AR,141000000.0,25.0,1498229.0,Bromine Products,,35000.0,8736.0,3.0,1186874.6,19582158.0,204417.14,12754.15,,,,1408.43,49.85,,,,,,,,,,,,,,,,,,,53.24,9.75,,,,,,,,,,,,
LT8367,LT,2023.0,4952.0,221320.0,LA,7861000.0,6.0,380000.0,Treated Wastewater,5.0,1123000.0,8760.0,5.0,221099.667,3654560.0,15227.333,6090.9333,87.0,,,,,,,,,,,,,,,,,,,,,,,52377.35,37954.605,,,,,,,,,,,,
LT8368,LT,2022.0,2099.0,311941.0,LA,8000000.0,10.0,15600.0,Vinegar,5.0,72000.0,8760.0,3.0,185588.0,2133200.0,42016.0,2808.0,5228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT8369,LT,2022.0,2038.0,311412.0,LA,40000000.0,50.0,25450.0,Frozen meat pie,1.0,1000000.0,2210.0,3.0,99508.0,1310694.0,83284.0,5566.0,29746.0,30567.0,2061.0,,,,,,,,,,,,,,,,,,,,,22841.0,23835.0,,,,,,,,,,,,
